玉虫</b> ◆lnWmmDoCR.<b><><>2010/09/26(日) 12:24:58.56 ID:bwzwHXw0<>【旅の概要】<br>期間：2010年9月12日～9月19日<br>ルート：東京～大阪～尾道～今治～徳島(フェリーで東京に帰還)<br><br>玉虫：男、大学生、今年3月にスノボで半月板を痛め手術<br>車種：ロードバイク(あずにゃん号)、08 Cannondale System6<br><br>【過去ログ・画像・動画集】<br>過去ログ：<br>dat版：ttp://www1.axfc.net/uploader/Sc/so/155091<br>html版：ttp://www1.axfc.net/uploader/Sc/so/155093<br><br>PASS:tamamusinyan<br>datなにそれ？な人はhtmlを落としてね！index.htmlで上から順になってるはずだから<br>※パー速のログは含みません <br><br>旅掲示板：※シロロさんありがとう！<br>ttp://tabi.shiroro.com/10/tamamushi/<br><br>画像集(＠ピカサ)：<br>ttp://picasaweb.google.co.jp/106482100541094568365/QsXwxG#<br><br>ニコニコ動画：<br>1.涼しくなったから自転車で旅行してみた～準備編～<br>ttp://www.nicovideo.jp/watch/sm12181037<br>2.涼しくなったから自転車で旅行してみた～1日目～<br>ttp://www.nicovideo.jp/watch/sm12190163<br>3.涼しくなったから自転車で旅行してみた～2日目～<br>ttp://www.nicovideo.jp/watch/sm12201381<br>4.涼しくなったから自転車で旅行してみた～3日目～<br>ttp://www.nicovideo.jp/watch/sm12225639<br><br>Youtube：※YoutubeはHD画質でうｐしてます！<br>1.涼しくなったから自転車で旅行してみた～準備編～<br>ttp://www.youtube.com/watch?v=lCbsWp7XfMg <br>2.涼しくなったから自転車で旅行してみた～1日目～<br>ttp://www.youtube.com/watch?v=ajeUHNgbNf0<br>3.涼しくなったから自転車で旅行してみた～2日目～<br>ttp://www.youtube.com/watch?v=WxdswkbTGJc<br>4.涼しくなったから自転車で旅行してみた～3日目～<br>ttp://www.youtube.com/watch?v=qanH0kUW8Fc <>【玉虫×あずにゃん】涼しくなったから自転車で旅行してみた【無事帰還】
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/04(土) 07:50:00.32 ID:Fl6zJqUAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/05(日) 01:29:06.31 ID:G5CizlCAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/05(日) 02:11:05.05 ID:Gbfbuffvo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/05(日) 06:59:23.59 ID:G5CizlCAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/05(日) 23:27:30.26 ID:Gbfbuffvo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/05(日) 23:43:16.61 ID:G5CizlCAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/06(月) 07:51:09.05 ID:CObNH0mAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/06(月) 23:08:25.85 ID:HX6IJDUdo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/06(月) 23:20:36.22 ID:CObNH0mAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/07(火) 06:21:59.27 ID:bDVpXV/po<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/07(火) 07:49:30.68 ID:x7eWeMEAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/07(火) 07:51:52.54 ID:MVx+Z2i4o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/07(火) 22:35:12.36 ID:x7eWeMEAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/08(水) 02:20:44.88 ID:YT+AvV3uo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/08(水) 06:41:31.33 ID:YT+AvV3uo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/08(水) 07:51:22.66 ID:1V/dcnxAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/08(水) 23:05:04.26 ID:1V/dcnxAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/09(木) 01:37:51.71 ID:T0ASG34Zo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/09(木) 07:56:19.33 ID:ZlPBzUEAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/09(木) 07:58:23.05 ID:ilm59EANo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/09(木) 23:00:34.59 ID:ZlPBzUEAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/09(木) 23:01:08.44 ID:ZlPBzUEAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/10(金) 01:57:26.99 ID:gOOsFSfHo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/10(金) 06:35:57.32 ID:gOOsFSfHo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/10(金) 08:03:25.71 ID:w06XYrOAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/10(金) 23:09:30.65 ID:w06XYrOAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/11(土) 00:30:15.02 ID:VJ+0bY10o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/11(土) 07:46:31.54 ID:3wydSoxAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/11(土) 08:42:21.92 ID:VJ+0bY10o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/11(土) 22:40:13.07 ID:3wydSoxAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/11(土) 22:59:40.47 ID:VJ+0bY10o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/12(日) 07:39:03.73 ID:YivXN6DUo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/12(日) 08:06:27.13 ID:CJ6xPCqAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/12(日) 22:59:40.21 ID:CJ6xPCqAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/12(日) 23:13:07.58 ID:YivXN6DUo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/13(月) 07:56:03.21 ID:0PSczWaAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/13(月) 23:12:20.08 ID:0PSczWaAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/14(火) 01:00:27.29 ID:tVOFXbXZo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/14(火) 08:06:44.51 ID:OyjN7y1AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/14(火) 23:05:33.01 ID:OyjN7y1AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/15(水) 06:32:33.94 ID:9Fk4vVxuo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/15(水) 07:52:33.46 ID:3poe05hAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/15(水) 07:56:11.60 ID:e40aZdg5o<> おやｓ…おやすみ！？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/15(水) 23:15:48.82 ID:3poe05hAO<> &gt;&gt;881  <br>  間違えただけじゃんｗｗｗｗ  <br>    <br>    <br>  おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/16(木) 02:25:01.66 ID:Xk8y31OQo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/16(木) 06:37:59.29 ID:Xk8y31OQo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/16(木) 07:55:26.31 ID:ZpLAUvfAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/17(金) 01:56:57.39 ID:xqiwp64Qo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/17(金) 06:29:54.08 ID:xqiwp64Qo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/17(金) 06:30:50.27 ID:iPTeuiHFo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/17(金) 08:05:06.28 ID:38bqpU8AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/17(金) 22:45:13.93 ID:38bqpU8AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/18(土) 02:42:47.50 ID:SImgrd4wo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/18(土) 08:05:56.61 ID:Y6r0jWkAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/18(土) 08:07:00.92 ID:nQVWmC5so<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/18(土) 08:27:16.29 ID:SImgrd4wo<> おはよう <br>  <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/18(土) 22:48:31.29 ID:Y6r0jWkAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/18(土) 23:17:29.91 ID:SImgrd4wo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/19(日) 07:05:39.60 ID:P5IU5xEAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/19(日) 22:39:24.19 ID:gimvLD4Oo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/19(日) 22:40:17.29 ID:hYU/bAuSo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/19(日) 23:11:09.76 ID:P5IU5xEAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/20(月) 06:20:25.87 ID:XE1SrDbXo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/20(月) 07:57:48.47 ID:zVhsZLnAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/20(月) 23:01:10.68 ID:zVhsZLnAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/20(月) 23:03:15.12 ID:dUgsAc9Yo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/21(火) 00:50:40.11 ID:Gra8XiDzo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/21(火) 06:28:59.81 ID:Gra8XiDzo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/21(火) 08:15:31.53 ID:9lih6MMAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/21(火) 23:26:14.92 ID:9lih6MMAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/21(火) 23:29:43.69 ID:M0QPKb27o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/22(水) 01:43:40.83 ID:GSGXi+Jyo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/22(水) 06:25:51.11 ID:GSGXi+Jyo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/22(水) 08:01:04.01 ID:H7qOvX9AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/22(水) 08:01:34.07 ID:I6OoaHElo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/22(水) 23:29:48.56 ID:H7qOvX9AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/23(木) 02:12:26.84 ID:hj5ZzMyjo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/23(木) 06:27:38.06 ID:hj5ZzMyjo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/23(木) 08:24:03.54 ID:KDL9f9HAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/23(木) 08:27:06.66 ID:xr03oG89o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/23(木) 23:13:15.20 ID:KDL9f9HAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/24(金) 01:51:41.35 ID:6+xX7Jgno<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/24(金) 06:30:54.06 ID:6+xX7Jgno<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/24(金) 08:13:25.27 ID:TmnykEQAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/24(金) 08:15:07.36 ID:pKjzNi8qo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/24(金) 22:43:56.48 ID:6+xX7Jgno<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/24(金) 22:45:32.66 ID:pKjzNi8qo<> おやす <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/24(金) 23:12:36.99 ID:TmnykEQAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/25(土) 08:26:53.80 ID:kSQd39LAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/25(土) 08:53:41.32 ID:5UEN3TxHo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/25(土) 08:58:11.50 ID:Pt0G4Ui6o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/25(土) 22:56:57.37 ID:kSQd39LAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/26(日) 00:25:59.12 ID:qPB5MiJuo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/26(日) 07:03:30.44 ID:US0IqY8AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/26(日) 07:05:06.59 ID:Z/TwhpJWo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/26(日) 23:15:58.01 ID:US0IqY8AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/26(日) 23:16:36.90 ID:US0IqY8AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/26(日) 23:17:39.04 ID:US0IqY8AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/26(日) 23:18:13.38 ID:US0IqY8AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/26(日) 23:19:46.93 ID:US0IqY8AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/27(月) 00:18:20.90 ID:krPiy2yIo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/27(月) 06:37:31.83 ID:krPiy2yIo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:04:40.13 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:05:12.75 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:05:42.38 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:06:41.26 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:07:12.81 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:07:58.31 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:08:45.61 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:09:07.34 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/27(月) 23:12:16.40 ID:k5OHkp9ro<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:20:48.01 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:29:10.05 ID:L/uvP2sAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/27(月) 23:34:47.19 ID:L/uvP2sAO<> orz  ｽﾏﾝ･･･ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/27(月) 23:36:08.43 ID:k5OHkp9ro<> 重たいからしゃーねぇよ、気にすんな <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/28(火) 02:23:31.12 ID:4h9VlFSlo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/28(火) 07:55:23.87 ID:oqoJu7yAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/28(火) 23:55:37.43 ID:oqoJu7yAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/29(水) 01:29:13.11 ID:bfO2SG63o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/29(水) 05:30:40.83 ID:bfO2SG63o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/29(水) 07:55:15.72 ID:WvDwDbnAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/29(水) 07:56:43.01 ID:GUXxzAToo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/29(水) 22:54:41.36 ID:WvDwDbnAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/30(木) 01:48:10.02 ID:1NMfkOPMo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/30(木) 05:31:11.52 ID:1NMfkOPMo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/30(木) 07:57:09.88 ID:Fqkx1joAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/30(木) 07:58:36.95 ID:kKcjSldAo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/30(木) 23:01:16.82 ID:Fqkx1joAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/30(木) 23:02:00.92 ID:kKcjSldAo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/01(金) 02:18:02.77 ID:r3eFAf7fo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/01(金) 06:33:30.46 ID:r3eFAf7fo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><><>2011/07/01(金) 23:35:00.37 ID:97Vp5BgAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/02(土) 07:43:25.24 ID:yztFmhaAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/02(土) 08:25:15.98 ID:S9gTg66io<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/02(土) 22:34:05.31 ID:yztFmhaAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/03(日) 02:02:52.87 ID:Rn0Oraw1o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/03(日) 07:37:45.63 ID:tCWdxFaAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/03(日) 08:04:56.05 ID:Rn0Oraw1o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/03(日) 23:18:49.76 ID:Rn0Oraw1o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/03(日) 23:37:03.02 ID:tCWdxFaAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/07/03(日) 23:39:35.34 ID:uyP9Apz0o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/04(月) 07:54:35.14 ID:BrnXJDIAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/07/04(月) 07:54:46.00 ID:0IwEL1Eeo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/04(月) 23:14:02.02 ID:BrnXJDIAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/05(火) 06:34:53.99 ID:+3dDhphYo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/07/05(火) 06:37:41.22 ID:qtRjTLV5o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/05(火) 08:06:03.09 ID:eDmhMbMAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/05(火) 23:01:29.76 ID:eDmhMbMAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/07/05(火) 23:01:44.10 ID:qtRjTLV5o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/06(水) 01:56:48.91 ID:9yMcafB5o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/06(水) 06:33:31.19 ID:9yMcafB5o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/06(水) 08:03:12.72 ID:dBZEvmRAO<> おはよう <br>  <br> もうすぐ終わり <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/07/06(水) 08:03:52.28 ID:AOJT8mzWo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/06(水) 23:31:29.93 ID:dBZEvmRAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/07(木) 01:35:16.54 ID:RP7f6yNYo<> おやすみ <br>  <br> 糸冬 了？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/07(木) 06:32:05.28 ID:RP7f6yNYo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/07(木) 08:03:23.62 ID:0V9DCnHAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/07(木) 23:02:42.99 ID:0V9DCnHAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/08(金) 01:59:12.18 ID:U1khE2E/o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/07/08(金) 06:48:09.65 ID:U1khE2E/o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/07/08(金) 08:43:58.42 ID:ZiDkYcUAO<> いよいよ最後です。 <br>  <br> 新潟の人、チベット自治区の人、ご協力ありがとうございます。 <br> そして玉虫さんありがとうございました。 <br> 皆さんのおかげで最後まで挨拶することが出来ました。 <br>  <br> では最後の挨拶をさしていただきます。 <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><><>2011/07/08(金) 08:45:22.31 ID:ZiDkYcUAO<>  <br>  <br>  <br> おはよう!! <>
1001<><>Over 1000 Thread<><br>　,.――――-､<br>　ヽ /￣￣￣｀ヽ、 　　【呪いのパーマン Ver2.0】<br>　　| |　 （・）｡（･）; 　　　このスレッドは1000を超えました。|<br>　　| |＠＿,.--､_,&gt; 　　　このレスを見たら10秒以内に次スレを建てないと死にます。<br>　　ヽヽ＿＿＿ノ　　　　次スレを10秒以内に建てても死にます。<br><br>パー速＠VIPService<br>http://ex14.vip2ch.com/part4vip/<br><br>ローカルルール変更に伴い、1000到達の報告が不要になりました。<br><br><>
